  Year          Age             Female            Male           Total
  1878           0             33154.81        34467.41        67622.22
  1878           1             28683.26        29030.80        57714.06
  1878           2             26245.08        26268.93        52514.00
  1878           3             26326.33        26249.99        52576.33
  1878           4             25762.96        26061.18        51824.14
  1878           5             24091.84        24525.03        48616.87
  1878           6             23955.32        24083.14        48038.46
  1878           7             22746.91        22838.49        45585.40
  1878           8             22929.79        23090.12        46019.91
  1878           9             16509.52        16819.64        33329.16
  1878          10             17056.64        17373.27        34429.90
  1878          11             16265.73        16316.95        32582.67
  1878          12             17302.67        17345.55        34648.21
  1878          13             19622.81        19564.48        39187.29
  1878          14             20541.08        20543.35        41084.42
  1878          15             19690.34        19660.85        39351.19
  1878          16             18939.20        18765.81        37705.01
  1878          17             18767.64        18662.21        37429.86
  1878          18             18132.83        18258.72        36391.55
  1878          19             18066.74        18394.13        36460.87
  1878          20             17748.60        17947.14        35695.74
  1878          21             16842.33        16886.37        33728.70
  1878          22             16727.33        16800.90        33528.23
  1878          23             16996.67        16926.59        33923.26
  1878          24             17016.26        16832.84        33849.10
  1878          25             16703.88        16529.34        33233.22
  1878          26             16569.06        16036.39        32605.45
  1878          27             16262.42        15482.38        31744.80
  1878          28             15934.68        15222.73        31157.41
  1878          29             15920.00        15170.97        31090.98
  1878          30             15354.69        14659.29        30013.98
  1878          31             14633.80        14041.16        28674.96
  1878          32             14612.15        14043.02        28655.17
  1878          33             14665.66        14058.57        28724.23
  1878          34             14745.55        13998.19        28743.74
  1878          35             14844.57        14109.44        28954.02
  1878          36             14149.14        13445.50        27594.64
  1878          37             13355.39        12614.33        25969.72
  1878          38             12901.34        12254.97        25156.30
  1878          39             12587.59        12026.50        24614.09
  1878          40             12009.80        11407.94        23417.74
  1878          41             11360.30        10743.98        22104.28
  1878          42             11001.73        10413.81        21415.54
  1878          43             10983.70        10313.40        21297.10
  1878          44             10466.66         9755.85        20222.51
  1878          45              9880.18         9172.45        19052.63
  1878          46              9751.30         8930.02        18681.32
  1878          47              9756.92         8910.55        18667.47
  1878          48              9972.71         9103.25        19075.96
  1878          49             10322.89         9386.90        19709.78
  1878          50             10257.00         9290.46        19547.45
  1878          51              9798.08         8750.30        18548.38
  1878          52              9570.73         8443.22        18013.95
  1878          53              9413.70         8277.48        17691.18
  1878          54              9179.23         7993.24        17172.46
  1878          55              8578.29         7481.84        16060.14
  1878          56              8191.53         7119.95        15311.48
  1878          57              8072.95         6883.13        14956.08
  1878          58              7855.05         6557.07        14412.11
  1878          59              7534.79         6173.35        13708.14
  1878          60              7116.06         5814.97        12931.03
  1878          61              6651.73         5464.63        12116.36
  1878          62              6187.77         5049.02        11236.79
  1878          63              5882.54         4738.38        10620.92
  1878          64              5405.89         4283.42         9689.31
  1878          65              4919.16         3789.00         8708.16
  1878          66              4561.03         3433.64         7994.67
  1878          67              4240.34         3201.85         7442.19
  1878          68              3808.28         2851.22         6659.50
  1878          69              3252.12         2379.48         5631.59
  1878          70              2802.21         2052.95         4855.16
  1878          71              2556.14         1835.15         4391.29
  1878          72              2579.12         1796.08         4375.20
  1878          73              2589.88         1809.15         4399.02
  1878          74              2417.01         1710.29         4127.30
  1878          75              2061.64         1429.94         3491.58
  1878          76              1769.23         1176.39         2945.62
  1878          77              1597.00         1003.84         2600.84
  1878          78              1420.38          882.52         2302.89
  1878          79              1165.18          727.26         1892.45
  1878          80               928.31          574.36         1502.67
  1878          81               797.20          467.39         1264.59
  1878          82               683.05          382.56         1065.61
  1878          83               554.49          305.65          860.14
  1878          84               420.21          230.76          650.96
  1878          85               316.87          170.78          487.65
  1878          86               231.27          123.30          354.58
  1878          87               160.72           83.81          244.54
  1878          88               116.97           52.78          169.75
  1878          89                85.07           31.64          116.71
  1878          90                59.32           21.31           80.63
  1878          91                40.75           15.03           55.78
  1878          92                25.67            8.78           34.45
  1878          93                14.57            3.78           18.36
  1878          94                 8.77            3.01           11.77
  1878          95                 8.00            3.51           11.51
  1878          96                 7.02            3.00           10.01
  1878          97                 3.51            1.24            4.75
  1878          98                 0.76            0.53            1.29
  1878          99                 0.26            1.00            1.25
  1878         100                 0.25            0.47            0.72
  1878         101                 0.00            0.00            0.00
  1878         102                 0.00            0.00            0.00
  1878         103                 0.00            0.00            0.00
  1878         104                 0.00            0.00            0.00
  1878         105                 0.00            0.00            0.00
  1878         106                 0.00            0.00            0.00
  1878         107                 0.00            0.00            0.00
  1878         108                 0.00            0.00            0.00
  1878         109                 0.00            0.00            0.00
  1878         110+                0.00            0.00            0.00
  1879           0             32987.16        34273.40        67260.56
  1879           1             29983.79        30716.78        60700.57
  1879           2             27241.87        27571.27        54813.14
  1879           3             25280.54        25371.72        50652.26
  1879           4             25616.21        25632.75        51248.96
  1879           5             25222.45        25612.87        50835.31
  1879           6             23760.98        24199.82        47960.80
  1879           7             23703.64        23826.72        47530.36
  1879           8             22534.50        22622.67        45157.18
  1879           9             22739.73        22885.37        45625.10
  1879          10             16368.41        16663.09        33031.50
  1879          11             16917.50        17200.18        34117.68
  1879          12             16148.29        16160.38        32308.67
  1879          13             17175.02        17184.92        34359.94
  1879          14             19468.51        19386.39        38854.90
  1879          15             20379.81        20360.77        40740.59
  1879          16             19617.66        19568.68        39186.34
  1879          17             18857.49        18669.38        37526.87
  1879          18             18687.44        18563.79        37251.23
  1879          19             18053.81        18147.73        36201.54
  1879          20             17977.04        18255.09        36232.13
  1879          21             17599.92        17763.44        35363.36
  1879          22             16692.68        16712.39        33405.07
  1879          23             16580.40        16634.72        33215.12
  1879          24             16853.81        16758.63        33612.44
  1879          25             16865.81        16658.23        33524.04
  1879          26             16651.78        16442.43        33094.20
  1879          27             16518.20        15956.30        32474.50
  1879          28             16208.48        15414.06        31622.54
  1879          29             15884.38        15150.19        31034.56
  1879          30             15863.82        15089.75        30953.57
  1879          31             15292.93        14591.95        29884.88
  1879          32             14574.37        13982.57        28556.94
  1879          33             14561.64        13993.89        28555.53
  1879          34             14609.50        14000.49        28610.00
  1879          35             14684.10        13926.70        28610.79
  1879          36             14684.35        13917.11        28601.46
  1879          37             13988.10        13262.24        27250.34
  1879          38             13203.94        12433.48        25637.41
  1879          39             12758.13        12071.69        24829.82
  1879          40             12445.13        11841.66        24286.79
  1879          41             11880.31        11271.45        23151.76
  1879          42             11244.60        10619.03        21863.63
  1879          43             10884.85        10286.61        21171.47
  1879          44             10860.26        10178.13        21038.39
  1879          45             10344.98         9605.04        19950.02
  1879          46              9802.07         9060.05        18862.12
  1879          47              9675.99         8836.81        18512.80
  1879          48              9676.83         8812.42        18489.25
  1879          49              9886.51         8988.38        18874.89
  1879          50             10230.06         9252.04        19482.10
  1879          51             10122.31         9115.91        19238.22
  1879          52              9648.18         8575.40        18223.58
  1879          53              9410.96         8260.84        17671.80
  1879          54              9260.34         8092.20        17352.54
  1879          55              9021.29         7806.69        16827.98
  1879          56              8483.54         7335.96        15819.50
  1879          57              8088.06         6962.98        15051.05
  1879          58              7957.03         6728.02        14685.05
  1879          59              7732.42         6403.45        14135.87
  1879          60              7399.48         6010.64        13410.11
  1879          61              6947.93         5646.45        12594.39
  1879          62              6477.47         5292.26        11769.73
  1879          63              6005.34         4865.88        10871.21
  1879          64              5702.55         4553.65        10256.19
  1879          65              5218.81         4108.47         9327.28
  1879          66              4721.23         3612.74         8333.97
  1879          67              4352.19         3259.98         7612.17
  1879          68              4025.40         3026.83         7052.23
  1879          69              3605.31         2670.40         6275.71
  1879          70              3057.61         2208.43         5266.05
  1879          71              2549.07         1829.57         4378.64
  1879          72              2304.60         1629.83         3934.43
  1879          73              2307.16         1587.46         3894.61
  1879          74              2316.60         1582.59         3899.20
  1879          75              2142.29         1491.66         3633.96
  1879          76              1862.92         1276.76         3139.67
  1879          77              1592.77         1034.96         2627.73
  1879          78              1416.38          874.57         2290.95
  1879          79              1232.51          760.51         1993.02
  1879          80               936.33          600.43         1536.76
  1879          81               777.98          472.70         1250.68
  1879          82               670.17          379.22         1049.39
  1879          83               570.05          305.96          876.01
  1879          84               452.34          240.81          693.15
  1879          85               333.94          174.67          508.61
  1879          86               254.04          129.39          383.42
  1879          87               185.59           95.24          280.83
  1879          88               124.92           61.11          186.03
  1879          89                88.47           37.42          125.89
  1879          90                61.86           23.85           85.70
  1879          91                42.18           14.06           56.24
  1879          92                28.67            8.52           37.19
  1879          93                17.64            5.02           22.66
  1879          94                10.54            2.77           13.31
  1879          95                 7.26            2.76           10.02
  1879          96                 5.77            3.01            8.78
  1879          97                 4.26            2.50            6.76
  1879          98                 2.50            0.99            3.49
  1879          99                 0.76            0.53            1.29
  1879         100                 0.00            1.00            1.00
  1879         101                 0.00            0.47            0.47
  1879         102                 0.00            0.00            0.00
  1879         103                 0.00            0.00            0.00
  1879         104                 0.00            0.00            0.00
  1879         105                 0.00            0.00            0.00
  1879         106                 0.00            0.00            0.00
  1879         107                 0.00            0.00            0.00
  1879         108                 0.00            0.00            0.00
  1879         109                 0.00            0.00            0.00
  1879         110+                0.00            0.00            0.00
  1880           0             33428.42        34484.94        67913.36
  1880           1             29720.62        30334.67        60055.30
  1880           2             28643.44        29228.52        57871.96
  1880           3             26445.61        26699.79        53145.40
  1880           4             24754.30        24825.50        49579.80
  1880           5             25256.21        25287.76        50543.96
  1880           6             24771.88        25141.91        49913.79
  1880           7             23428.80        23831.09        47259.88
  1880           8             23435.69        23514.58        46950.27
  1880           9             22325.44        22353.32        44678.76
  1880          10             22532.53        22615.72        45148.25
  1880          11             16416.05        16707.23        33123.28
  1880          12             16992.18        17262.03        34254.20
  1880          13             16235.30        16237.56        32472.86
  1880          14             17260.01        17272.25        34532.26
  1880          15             19561.00        19496.24        39057.24
  1880          16             20383.44        20399.80        40783.24
  1880          17             19607.21        19592.57        39199.78
  1880          18             18853.49        18682.97        37536.46
  1880          19             18690.19        18561.06        37251.25
  1880          20             18045.99        18124.96        36170.95
  1880          21             17879.10        18066.49        35945.58
  1880          22             17506.40        17574.69        35081.09
  1880          23             16597.95        16550.32        33148.27
  1880          24             16489.37        16480.62        32969.99
  1880          25             16753.69        16598.63        33352.32
  1880          26             16833.99        16635.04        33469.02
  1880          27             16621.04        16420.69        33041.73
  1880          28             16494.55        15938.92        32433.47
  1880          29             16189.97        15393.71        31583.68
  1880          30             15854.34        15127.31        30981.65
  1880          31             15675.91        14905.65        30581.56
  1880          32             15111.27        14410.66        29521.93
  1880          33             14399.90        13811.31        28211.21
  1880          34             14391.44        13825.46        28216.89
  1880          35             14434.55        13819.88        28254.42
  1880          36             14520.96        13759.69        28280.64
  1880          37             14523.20        13748.00        28271.20
  1880          38             13826.38        13097.68        26924.05
  1880          39             13048.29        12268.03        25316.32
  1880          40             12607.24        11893.78        24501.02
  1880          41             12306.57        11694.18        24000.75
  1880          42             11752.28        11134.33        22886.61
  1880          43             11117.11        10477.99        21595.10
  1880          44             10755.55        10138.11        20893.66
  1880          45             10737.06        10010.72        20747.78
  1880          46             10332.20         9523.91        19856.11
  1880          47              9792.06         8997.46        18789.52
  1880          48              9661.52         8779.59        18441.11
  1880          49              9658.56         8753.55        18412.11
  1880          50              9869.26         8904.56        18773.82
  1880          51             10186.42         9148.25        19334.66
  1880          52             10067.30         9010.29        19077.59
  1880          53              9583.99         8459.75        18043.74
  1880          54              9343.80         8141.50        17485.30
  1880          55              9182.33         7964.72        17147.05
  1880          56              8883.91         7666.47        16550.38
  1880          57              8331.33         7187.18        15518.51
  1880          58              7930.86         6807.64        14738.50
  1880          59              7794.89         6569.36        14364.25
  1880          60              7553.30         6246.07        13799.37
  1880          61              7164.89         5795.39        12960.28
  1880          62              6722.41         5413.45        12135.86
  1880          63              6234.56         5043.61        11278.18
  1880          64              5750.32         4633.08        10383.40
  1880          65              5439.55         4329.36         9768.92
  1880          66              4974.55         3876.39         8850.93
  1880          67              4484.49         3390.06         7874.55
  1880          68              4115.96         3031.24         7147.19
  1880          69              3793.39         2801.66         6595.06
  1880          70              3360.44         2445.34         5805.78
  1880          71              2838.67         2013.10         4851.76
  1880          72              2355.59         1663.09         4018.69
  1880          73              2119.59         1470.87         3590.46
  1880          74              2118.90         1425.60         3544.50
  1880          75              2111.42         1413.55         3524.97
  1880          76              1955.98         1330.90         3286.88
  1880          77              1682.22         1124.13         2806.36
  1880          78              1413.31          905.71         2319.01
  1880          79              1233.68          755.74         1989.41
  1880          80              1019.27          652.78         1672.05
  1880          81               784.38          491.04         1275.42
  1880          82               642.43          382.14         1024.57
  1880          83               545.48          298.36          843.85
  1880          84               458.84          237.20          696.03
  1880          85               362.86          183.47          546.33
  1880          86               268.54          127.44          395.98
  1880          87               202.77           94.13          296.90
  1880          88               145.51           69.34          214.85
  1880          89                93.91           44.66          138.57
  1880          90                63.28           27.60           90.88
  1880          91                41.06           14.57           55.64
  1880          92                27.84            8.03           35.87
  1880          93                20.12            5.76           25.88
  1880          94                13.06            3.26           16.31
  1880          95                 8.77            1.76           10.52
  1880          96                 4.76            2.26            7.02
  1880          97                 3.51            2.76            6.27
  1880          98                 3.51            2.25            5.75
  1880          99                 1.75            0.74            2.48
  1880         100                 0.25            0.53            0.78
  1880         101                 0.00            0.75            0.75
  1880         102                 0.00            0.24            0.24
  1880         103                 0.00            0.00            0.00
  1880         104                 0.00            0.00            0.00
  1880         105                 0.00            0.00            0.00
  1880         106                 0.00            0.00            0.00
  1880         107                 0.00            0.00            0.00
  1880         108                 0.00            0.00            0.00
  1880         109                 0.00            0.00            0.00
  1880         110+                0.00            0.00            0.00
  1881           0             32250.27        33460.41        65710.67
  1881           1             29848.15        30237.04        60085.19
  1881           2             28079.33        28575.66        56654.99
  1881           3             27562.14        28052.34        55614.47
  1881           4             25664.48        25865.96        51530.45
  1881           5             24153.84        24212.31        48366.15
  1881           6             24891.39        24888.82        49780.22
  1881           7             24500.55        24844.05        49344.60
  1881           8             23246.95        23608.87        46855.82
  1881           9             23320.63        23335.72        46656.35
  1881          10             22239.97        22214.59        44454.56
  1881          11             22563.15        22599.97        45163.12
  1881          12             16433.08        16687.52        33120.60
  1881          13             17026.25        17267.13        34293.39
  1881          14             16280.04        16261.84        32541.88
  1881          15             17297.79        17298.13        34595.92
  1881          16             19435.16        19411.39        38846.56
  1881          17             20249.69        20305.27        40554.96
  1881          18             19462.24        19485.06        38947.29
  1881          19             18720.81        18563.22        37284.03
  1881          20             18560.13        18429.53        36989.66
  1881          21             17942.87        17943.66        35886.53
  1881          22             17781.11        17878.93        35660.04
  1881          23             17403.59        17406.38        34809.96
  1881          24             16497.97        16396.92        32894.89
  1881          25             16380.90        16324.66        32705.55
  1881          26             16640.25        16503.16        33143.41
  1881          27             16722.85        16543.41        33266.26
  1881          28             16515.05        16329.67        32844.72
  1881          29             16399.53        15846.06        32245.59
  1881          30             16077.36        15304.07        31381.42
  1881          31             15693.47        14959.03        30652.50
  1881          32             15522.23        14742.91        30265.14
  1881          33             14965.28        14255.45        29220.73
  1881          34             14259.17        13652.30        27911.47
  1881          35             14246.38        13666.31        27912.69
  1881          36             14317.65        13712.37        28030.02
  1881          37             14402.71        13638.15        28040.85
  1881          38             14409.58        13634.05        28043.62
  1881          39             13718.97        12980.78        26699.75
  1881          40             12946.08        12140.94        25087.02
  1881          41             12503.94        11796.31        24300.26
  1881          42             12205.60        11599.84        23805.44
  1881          43             11660.19        11034.55        22694.74
  1881          44             11025.67        10376.65        21402.33
  1881          45             10669.69        10033.29        20702.98
  1881          46             10579.64         9811.45        20391.09
  1881          47             10177.79         9328.13        19505.91
  1881          48              9637.03         8811.67        18448.70
  1881          49              9506.50         8596.49        18102.99
  1881          50              9504.22         8549.25        18053.47
  1881          51              9759.78         8739.78        18499.56
  1881          52             10074.67         8986.61        19061.29
  1881          53              9955.70         8837.47        18793.17
  1881          54              9458.97         8278.64        17737.61
  1881          55              9206.88         7953.45        17160.33
  1881          56              8995.76         7765.01        16760.77
  1881          57              8680.19         7467.41        16147.60
  1881          58              8126.23         6980.90        15107.13
  1881          59              7732.90         6602.48        14335.38
  1881          60              7585.03         6359.52        13944.55
  1881          61              7353.63         6037.34        13390.98
  1881          62              6963.80         5581.16        12544.96
  1881          63              6502.88         5192.94        11695.82
  1881          64              6001.21         4826.98        10828.20
  1881          65              5510.62         4413.87         9924.49
  1881          66              5164.54         4079.27         9243.81
  1881          67              4709.43         3642.11         8351.54
  1881          68              4219.85         3163.16         7383.00
  1881          69              3853.68         2812.82         6666.50
  1881          70              3532.28         2573.75         6106.03
  1881          71              3143.37         2234.46         5377.82
  1881          72              2623.24         1832.84         4456.08
  1881          73              2175.09         1497.98         3673.07
  1881          74              1965.23         1319.89         3285.12
  1881          75              1937.52         1260.80         3198.32
  1881          76              1898.51         1248.88         3147.39
  1881          77              1743.75         1173.47         2917.23
  1881          78              1474.23          977.59         2451.81
  1881          79              1221.42          770.67         1992.09
  1881          80              1073.55          651.76         1725.31
  1881          81               847.92          525.74         1373.66
  1881          82               638.62          395.54         1034.16
  1881          83               510.53          299.41          809.94
  1881          84               432.28          229.28          661.56
  1881          85               363.76          182.91          546.67
  1881          86               283.58          135.01          418.59
  1881          87               208.53           87.80          296.33
  1881          88               153.21           63.12          216.33
  1881          89               103.13           48.86          151.99
  1881          90                65.00           33.12           98.12
  1881          91                43.18           17.08           60.25
  1881          92                26.70            8.79           35.48
  1881          93                18.55            4.78           23.33
  1881          94                14.09            2.75           16.84
  1881          95                 9.50            2.00           11.50
  1881          96                 5.77            1.51            7.28
  1881          97                 2.75            1.76            4.50
  1881          98                 2.26            2.26            4.52
  1881          99                 1.75            1.50            3.25
  1881         100                 0.99            0.24            1.23
  1881         101                 0.25            0.27            0.51
  1881         102                 0.00            0.25            0.25
  1881         103                 0.00            0.00            0.00
  1881         104                 0.00            0.00            0.00
  1881         105                 0.00            0.00            0.00
  1881         106                 0.00            0.00            0.00
  1881         107                 0.00            0.00            0.00
  1881         108                 0.00            0.00            0.00
  1881         109                 0.00            0.00            0.00
  1881         110+                0.00            0.00            0.00
  1882           0             31311.83        32510.22        63822.05
  1882           1             29063.33        29632.43        58695.76
  1882           2             28363.94        28667.78        57031.72
  1882           3             27038.45        27504.68        54543.13
  1882           4             26755.82        27245.56        54001.39
  1882           5             25049.52        25259.15        50308.67
  1882           6             23917.77        23949.84        47867.61
  1882           7             24727.84        24727.31        49455.15
  1882           8             24407.62        24749.60        49157.22
  1882           9             23226.88        23565.16        46792.05
  1882          10             23335.81        23330.90        46666.71
  1882          11             22101.55        22058.18        44159.74
  1882          12             22413.89        22439.69        44853.58
  1882          13             16309.24        16574.63        32883.87
  1882          14             16920.83        17172.57        34093.40
  1882          15             16186.78        16169.33        32356.12
  1882          16             17199.13        17216.37        34415.50
  1882          17             19324.32        19316.06        38640.39
  1882          18             20126.74        20203.24        40329.99
  1882          19             19339.76        19369.01        38708.77
  1882          20             18602.39        18431.17        37033.56
  1882          21             18457.16        18311.47        36768.63
  1882          22             17838.44        17814.96        35653.40
  1882          23             17676.76        17748.87        35425.63
  1882          24             17298.37        17290.08        34588.44
  1882          25             16381.38        16281.20        32662.58
  1882          26             16286.89        16195.46        32482.35
  1882          27             16548.90        16381.50        32930.39
  1882          28             16629.99        16425.47        33055.46
  1882          29             16435.97        16214.78        32650.76
  1882          30             16315.37        15732.40        32047.77
  1882          31             15946.08        15160.84        31106.93
  1882          32             15557.79        14817.41        30375.20
  1882          33             15386.74        14609.76        29996.50
  1882          34             14836.44        14116.49        28952.93
  1882          35             14138.60        13514.17        27652.76
  1882          36             14132.44        13542.19        27674.63
  1882          37             14197.46        13582.38        27779.84
  1882          38             14285.49        13512.88        27798.38
  1882          39             14297.29        13501.79        27799.08
  1882          40             13609.31        12844.70        26454.01
  1882          41             12857.51        12054.46        24911.97
  1882          42             12412.08        11705.88        24117.96
  1882          43             12124.09        11511.87        23635.96
  1882          44             11581.46        10950.99        22532.45
  1882          45             10952.68        10292.36        21245.05
  1882          46             10518.44         9852.74        20371.19
  1882          47             10428.24         9631.52        20059.76
  1882          48             10024.31         9152.81        19177.12
  1882          49              9478.21         8635.85        18114.05
  1882          50              9349.53         8413.64        17763.16
  1882          51              9360.22         8374.38        17734.60
  1882          52              9608.10         8557.94        18166.03
  1882          53              9923.80         8786.00        18709.80
  1882          54              9790.31         8628.49        18418.80
  1882          55              9279.84         8052.94        17332.77
  1882          56              9048.34         7751.19        16799.53
  1882          57              8827.76         7575.16        16402.92
  1882          58              8509.58         7277.67        15787.25
  1882          59              7959.71         6786.88        14746.58
  1882          60              7561.94         6399.36        13961.30
  1882          61              7344.78         6103.54        13448.32
  1882          62              7085.49         5781.37        12866.86
  1882          63              6685.58         5344.18        12029.77
  1882          64              6231.03         4954.72        11185.75
  1882          65              5719.23         4572.56        10291.80
  1882          66              5269.28         4192.74         9462.01
  1882          67              4918.45         3863.53         8781.97
  1882          68              4453.46         3432.53         7885.98
  1882          69              3981.33         2976.88         6958.21
  1882          70              3625.00         2627.06         6252.05
  1882          71              3320.60         2390.69         5711.29
  1882          72              2924.55         2066.41         4990.96
  1882          73              2421.75         1667.56         4089.30
  1882          74              2005.98         1349.71         3355.69
  1882          75              1802.61         1182.32         2984.93
  1882          76              1758.39         1126.32         2884.71
  1882          77              1707.59         1105.95         2813.54
  1882          78              1548.97         1034.26         2583.22
  1882          79              1293.94          847.36         2141.29
  1882          80              1052.26          621.98         1674.25
  1882          81               905.31          539.20         1444.51
  1882          82               702.99          434.49         1137.48
  1882          83               516.13          318.85          834.99
  1882          84               413.55          234.29          647.83
  1882          85               346.78          177.39          524.17
  1882          86               286.15          138.65          424.80
  1882          87               222.17           99.06          321.23
  1882          88               157.45           62.81          220.27
  1882          89               109.14           45.53          154.67
  1882          90                71.47           36.29          107.76
  1882          91                45.46           22.09           67.55
  1882          92                29.39           10.05           39.44
  1882          93                18.63            4.52           23.15
  1882          94                13.06            2.52           15.58
  1882          95                 9.78            2.25           12.03
  1882          96                 6.76            1.50            8.25
  1882          97                 3.76            0.76            4.51
  1882          98                 1.50            1.00            2.50
  1882          99                 1.27            0.76            2.03
  1882         100                 1.25            0.25            1.49
  1882         101                 0.75            0.00            0.75
  1882         102                 0.25            0.00            0.25
  1882         103                 0.00            0.00            0.00
  1882         104                 0.00            0.00            0.00
  1882         105                 0.00            0.00            0.00
  1882         106                 0.00            0.00            0.00
  1882         107                 0.00            0.00            0.00
  1882         108                 0.00            0.00            0.00
  1882         109                 0.00            0.00            0.00
  1882         110+                0.00            0.00            0.00
  1883           0             32895.44        33876.12        66771.57
  1883           1             28891.05        29408.06        58299.11
  1883           2             28207.56        28624.05        56831.61
  1883           3             27864.97        28101.23        55966.19
  1883           4             26735.51        27161.91        53897.42
  1883           5             26598.46        27064.44        53662.89
  1883           6             24795.66        24997.78        49793.44
  1883           7             23746.27        23778.64        47524.91
  1883           8             24609.35        24632.16        49241.51
  1883           9             24345.56        24696.46        49042.02
  1883          10             23201.02        23544.14        46745.16
  1883          11             23285.31        23340.05        46625.35
  1883          12             22059.16        22077.08        44136.24
  1883          13             22354.93        22465.28        44820.21
  1883          14             16270.90        16600.41        32871.30
  1883          15             16887.53        17207.08        34094.61
  1883          16             16011.77        15986.33        31998.10
  1883          17             17010.03        17006.71        34016.74
  1883          18             19124.24        19083.91        38208.15
  1883          19             19901.02        19937.66        39838.69
  1883          20             19099.03        19079.49        38178.52
  1883          21             18459.64        18241.59        36701.23
  1883          22             18316.28        18112.81        36429.09
  1883          23             17690.17        17612.39        35302.56
  1883          24             17527.81        17567.47        35095.27
  1883          25             17143.80        17118.30        34262.10
  1883          26             16295.46        16158.52        32453.98
  1883          27             16202.55        16076.57        32279.12
  1883          28             16468.13        16263.86        32731.99
  1883          29             16557.94        16303.74        32861.68
  1883          30             16361.37        16090.58        32451.95
  1883          31             16068.55        15491.65        31560.20
  1883          32             15690.38        14925.89        30616.26
  1883          33             15294.34        14587.24        29881.58
  1883          34             15142.11        14379.20        29521.30
  1883          35             14609.58        13887.91        28497.49
  1883          36             14089.45        13460.52        27549.97
  1883          37             14072.97        13488.67        27561.64
  1883          38             14138.14        13533.51        27671.65
  1883          39             14228.64        13446.06        27674.69
  1883          40             14240.27        13424.33        27664.61
  1883          41             13510.37        12725.61        26235.98
  1883          42             12759.39        11934.39        24693.78
  1883          43             12316.06        11586.09        23902.15
  1883          44             12035.63        11394.50        23430.13
  1883          45             11509.70        10830.62        22340.32
  1883          46             10895.33        10187.53        21082.86
  1883          47             10453.80         9750.45        20204.25
  1883          48             10350.16         9530.21        19880.37
  1883          49              9934.46         9049.00        18983.46
  1883          50              9392.18         8519.90        17912.08
  1883          51              9159.88         8214.92        17374.80
  1883          52              9162.05         8171.01        17333.06
  1883          53              9395.40         8335.01        17730.41
  1883          54              9692.71         8559.12        18251.83
  1883          55              9544.03         8386.46        17930.49
  1883          56              9093.49         7841.48        16934.97
  1883          57              8864.67         7552.73        16417.40
  1883          58              8636.42         7376.22        16012.64
  1883          59              8317.55         7064.04        15381.59
  1883          60              7757.47         6562.49        14319.96
  1883          61              7325.62         6136.29        13461.91
  1883          62              7088.70         5836.92        12925.61
  1883          63              6812.10         5530.09        12342.18
  1883          64              6419.38         5102.20        11521.59
  1883          65              5953.24         4702.67        10655.91
  1883          66              5540.49         4392.15         9932.64
  1883          67              5081.70         3997.23         9078.93
  1883          68              4712.90         3662.26         8375.16
  1883          69              4255.54         3246.59         7502.13
