  Year          Age             Female            Male           Total
  1915          39             18135.03        17044.40        35179.43
  1915          40             18851.49        17802.76        36654.26
  1915          41             18317.53        17630.11        35947.63
  1915          42             17214.89        16610.40        33825.29
  1915          43             17256.13        16290.37        33546.49
  1915          44             16488.72        15338.72        31827.44
  1915          45             16572.83        15395.23        31968.06
  1915          46             11835.89        11268.36        23104.25
  1915          47             12054.37        11167.14        23221.51
  1915          48             11608.57        10470.79        22079.36
  1915          49             12465.63        11480.42        23946.04
  1915          50             14133.53        13068.99        27202.52
  1915          51             14742.39        13681.96        28424.35
  1915          52             13995.31        12986.16        26981.47
  1915          53             13165.79        11865.82        25031.61
  1915          54             12948.01        11464.50        24412.52
  1915          55             12449.09        10780.14        23229.23
  1915          56             12174.55        10503.12        22677.67
  1915          57             11787.14        10188.20        21975.34
  1915          58             11067.18         9467.19        20534.36
  1915          59             10868.35         9355.97        20224.32
  1915          60             10834.74         9420.20        20254.94
  1915          61             10779.26         9290.07        20069.33
  1915          62             10642.13         9039.18        19681.32
  1915          63             10244.22         8450.47        18694.69
  1915          64              9842.67         7942.79        17785.46
  1915          65              9371.47         7459.40        16830.88
  1915          66              8935.47         6964.58        15900.05
  1915          67              8578.34         6604.44        15182.78
  1915          68              7945.80         6143.84        14089.63
  1915          69              7456.94         5818.48        13275.42
  1915          70              7160.40         5520.36        12680.76
  1915          71              6907.96         5182.78        12090.74
  1915          72              6421.46         4853.35        11274.80
  1915          73              5883.25         4413.82        10297.08
  1915          74              5260.36         3818.39         9078.75
  1915          75              4688.83         3382.37         8071.20
  1915          76              4129.21         2954.23         7083.44
  1915          77              3463.68         2478.85         5942.52
  1915          78              2999.57         2058.70         5058.27
  1915          79              2651.40         1764.83         4416.22
  1915          80              2337.50         1499.13         3836.63
  1915          81              1842.08         1177.78         3019.85
  1915          82              1399.35          866.48         2265.83
  1915          83              1176.68          717.11         1893.79
  1915          84              1020.15          596.38         1616.53
  1915          85               861.66          467.90         1329.56
  1915          86               671.70          353.63         1025.33
  1915          87               502.17          275.21          777.38
  1915          88               368.67          189.94          558.61
  1915          89               277.98          133.53          411.51
  1915          90               197.76           99.75          297.51
  1915          91               136.76           66.24          203.00
  1915          92                86.68           39.80          126.48
  1915          93                55.30           19.03           74.33
  1915          94                39.37           12.04           51.40
  1915          95                17.50            9.00           26.50
  1915          96                 9.51            6.01           15.52
  1915          97                 4.25            3.50            7.75
  1915          98                 3.25            0.74            3.99
  1915          99                 1.51            0.00            1.51
  1915         100                 0.51            0.00            0.51
  1915         101                 0.25            0.00            0.25
  1915         102                 0.00            0.00            0.00
  1915         103                 0.00            0.00            0.00
  1915         104                 0.00            0.00            0.00
  1915         105                 0.00            0.00            0.00
  1915         106                 0.00            0.00            0.00
  1915         107                 0.00            0.00            0.00
  1915         108                 0.00            0.00            0.00
  1915         109                 0.00            0.00            0.00
  1915         110+                0.00            0.00            0.00
  1916           0             37395.83        38826.03        76221.86
  1916           1             37252.54        38653.10        75905.64
  1916           2             36760.21        38102.72        74862.93
  1916           3             36719.47        37895.60        74615.07
  1916           4             37145.02        38543.77        75688.79
  1916           5             36808.24        38256.57        75064.81
  1916           6             36720.50        37868.69        74589.18
  1916           7             37106.44        38020.02        75126.45
  1916           8             36691.01        37382.19        74073.20
  1916           9             36466.53        37033.50        73500.03
  1916          10             35024.31        35604.99        70629.29
  1916          11             34396.98        34839.71        69236.69
  1916          12             33391.68        33913.77        67305.45
  1916          13             32111.08        33156.43        65267.51
  1916          14             32516.36        33574.93        66091.30
  1916          15             31707.50        32526.64        64234.15
  1916          16             31171.84        31764.27        62936.10
  1916          17             30754.75        31066.10        61820.85
  1916          18             29637.32        30455.98        60093.29
  1916          19             27752.10        28669.20        56421.29
  1916          20             27310.63        27898.67        55209.31
  1916          21             26506.64        26871.86        53378.50
  1916          22             24577.06        24824.82        49401.89
  1916          23             24055.10        24048.89        48103.98
  1916          24             24863.15        24379.27        49242.42
  1916          25             24604.87        23933.52        48538.38
  1916          26             23304.11        22655.71        45959.82
  1916          27             23508.67        22691.14        46199.81
  1916          28             24422.91        23361.34        47784.26
  1916          29             23825.72        22979.66        46805.38
  1916          30             22768.95        22308.65        45077.60
  1916          31             22121.25        21330.78        43452.03
  1916          32             22219.67        21019.24        43238.90
  1916          33             21634.69        20342.40        41977.09
  1916          34             19737.97        18692.56        38430.53
  1916          35             19840.94        18644.45        38485.39
  1916          36             20170.20        18820.49        38990.69
  1916          37             19159.92        18158.68        37318.59
  1916          38             19287.86        18415.01        37702.87
  1916          39             18650.41        17615.57        36265.99
  1916          40             17918.92        16819.64        34738.56
  1916          41             18469.58        17383.32        35852.90
  1916          42             17960.93        17203.82        35164.75
  1916          43             16884.32        16213.63        33097.95
  1916          44             16919.26        15872.25        32791.51
  1916          45             16170.19        14947.84        31118.02
  1916          46             16513.64        15477.39        31991.03
  1916          47             11782.66        11293.72        23076.38
  1916          48             11988.61        11209.63        23198.24
  1916          49             11563.71        10509.09        22072.81
  1916          50             12428.79        11523.80        23952.59
  1916          51             13973.99        12769.20        26743.19
  1916          52             14559.62        13338.55        27898.16
  1916          53             13792.39        12618.05        26410.44
  1916          54             12975.16        11512.87        24488.03
  1916          55             12746.92        11105.48        23852.40
  1916          56             12251.59        10590.71        22842.30
  1916          57             11979.70        10295.97        22275.67
  1916          58             11574.47         9991.06        21565.53
  1916          59             10842.95         9261.27        20104.22
  1916          60             10645.14         9131.82        19776.96
  1916          61             10613.99         9088.18        19702.16
  1916          62             10550.59         8943.15        19493.73
  1916          63             10407.92         8687.40        19095.32
  1916          64              9974.99         8092.18        18067.18
  1916          65              9537.34         7565.62        17102.96
  1916          66              9034.79         7085.27        16120.05
  1916          67              8585.67         6588.59        15174.26
  1916          68              8187.72         6281.96        14469.68
  1916          69              7542.70         5769.13        13311.83
  1916          70              7041.75         5374.86        12416.61
  1916          71              6786.23         5168.70        11954.93
  1916          72              6496.87         4824.37        11321.24
  1916          73              6011.57         4512.06        10523.63
  1916          74              5446.89         4058.46         9505.35
  1916          75              4810.86         3455.61         8266.47
  1916          76              4207.73         2953.88         7161.62
  1916          77              3658.34         2546.02         6204.36
  1916          78              3043.90         2111.78         5155.68
  1916          79              2611.40         1721.92         4333.33
  1916          80              2307.01         1453.28         3760.29
  1916          81              1996.75         1237.17         3233.91
  1916          82              1532.29          963.43         2495.72
  1916          83              1145.29          699.77         1845.06
  1916          84               953.01          564.89         1517.90
  1916          85               807.42          456.05         1263.47
  1916          86               665.12          352.44         1017.57
  1916          87               515.17          257.23          772.40
  1916          88               378.38          197.80          576.18
  1916          89               265.79          132.50          398.29
  1916          90               197.32           88.99          286.31
  1916          91               136.05           66.70          202.75
  1916          92                91.94           42.49          134.43
  1916          93                54.72           22.76           77.47
  1916          94                35.52           11.51           47.02
  1916          95                26.50            8.76           35.26
  1916          96                10.25            6.50           16.75
  1916          97                 5.75            3.75            9.50
  1916          98                 2.25            1.50            3.75
  1916          99                 0.50            0.00            0.50
  1916         100                 0.00            0.00            0.00
  1916         101                 0.00            0.00            0.00
  1916         102                 0.00            0.00            0.00
  1916         103                 0.00            0.00            0.00
  1916         104                 0.00            0.00            0.00
  1916         105                 0.00            0.00            0.00
  1916         106                 0.00            0.00            0.00
  1916         107                 0.00            0.00            0.00
  1916         108                 0.00            0.00            0.00
  1916         109                 0.00            0.00            0.00
  1916         110+                0.00            0.00            0.00
  1917           0             37307.31        38792.20        76099.50
  1917           1             34891.98        35927.92        70819.89
  1917           2             36147.99        37474.30        73622.29
  1917           3             36014.14        37319.38        73333.51
  1917           4             36151.64        37321.18        73472.83
  1917           5             36721.21        38145.68        74866.88
  1917           6             36618.40        38053.48        74671.88
  1917           7             36590.94        37749.29        74340.24
  1917           8             37013.58        37943.48        74957.06
  1917           9             36625.88        37339.18        73965.07
  1917          10             36415.10        36990.90        73406.00
  1917          11             34819.73        35459.99        70279.72
  1917          12             34202.32        34717.31        68919.63
  1917          13             33203.01        33796.35        66999.35
  1917          14             31888.88        33018.15        64907.03
  1917          15             32276.38        33431.58        65707.96
  1917          16             31273.56        32473.41        63746.98
  1917          17             30738.22        31542.58        62280.80
  1917          18             30336.60        30598.11        60934.72
  1917          19             29214.27        29798.06        59012.33
  1917          20             27336.26        27952.77        55289.02
  1917          21             27026.60        27508.19        54534.79
  1917          22             26207.22        26424.39        52631.61
  1917          23             24289.54        24356.58        48646.12
  1917          24             23787.59        23672.72        47460.31
  1917          25             24583.00        24111.71        48694.72
  1917          26             24255.14        23594.07        47849.21
  1917          27             22977.28        22319.22        45296.51
  1917          28             23187.03        22417.54        45604.58
  1917          29             24062.98        23129.28        47192.26
  1917          30             23492.16        22761.24        46253.40
  1917          31             22537.80        21947.71        44485.51
  1917          32             21901.94        20997.92        42899.86
  1917          33             22003.48        20743.99        42747.47
  1917          34             21412.77        20036.36        41449.13
  1917          35             19531.06        18416.25        37947.31
  1917          36             19657.57        18440.36        38097.93
  1917          37             19971.34        18638.26        38609.61
  1917          38             18988.08        17940.87        36928.95
  1917          39             19103.18        18223.71        37326.89
  1917          40             18461.63        17411.23        35872.87
  1917          41             17611.84        16503.46        34115.30
  1917          42             18180.35        17087.14        35267.49
  1917          43             17682.73        16938.87        34621.60
  1917          44             16620.36        15975.52        32595.88
  1917          45             16661.51        15585.46        32246.97
  1917          46             16093.66        14930.35        31024.01
  1917          47             16420.92        15421.54        31842.46
  1917          48             11686.09        11199.85        22885.94
  1917          49             11900.98        11116.47        23017.45
  1917          50             11486.85        10503.30        21990.15
  1917          51             12280.14        11254.48        23534.62
  1917          52             13795.27        12450.71        26245.98
  1917          53             14361.29        12995.41        27356.70
  1917          54             13600.61        12254.51        25855.11
  1917          55             12784.23        11145.73        23929.96
  1917          56             12565.31        10922.98        23488.28
  1917          57             12076.35        10390.09        22466.44
  1917          58             11800.11        10099.28        21899.39
  1917          59             11360.99         9785.09        21146.08
  1917          60             10616.76         9029.99        19646.75
  1917          61             10388.08         8785.24        19173.32
  1917          62             10367.53         8738.57        19106.10
  1917          63             10262.73         8541.31        18804.04
  1917          64             10090.23         8280.55        18370.78
  1917          65              9632.02         7666.40        17298.42
  1917          66              9240.74         7247.93        16488.67
  1917          67              8707.79         6754.01        15461.80
  1917          68              8213.05         6286.70        14499.75
  1917          69              7789.24         5930.64        13719.87
  1917          70              7121.57         5357.06        12478.63
  1917          71              6567.68         4930.33        11498.00
  1917          72              6268.43         4738.98        11007.41
  1917          73              5983.92         4368.18        10352.11
  1917          74              5486.90         4051.44         9538.33
  1917          75              4921.26         3571.60         8492.86
  1917          76              4325.09         3034.11         7359.20
  1917          77              3752.03         2562.81         6314.85
  1917          78              3225.98         2184.70         5410.68
  1917          79              2656.80         1777.28         4434.09
  1917          80              2237.22         1430.83         3668.05
  1917          81              1935.50         1187.67         3123.17
  1917          82              1659.17         1011.50         2670.67
  1917          83              1245.17          772.83         2018.00
  1917          84               916.67          533.17         1449.83
  1917          85               747.83          414.00         1161.83
  1917          86               609.83          337.67          947.50
  1917          87               498.67          253.33          752.00
  1917          88               378.83          179.17          558.00
  1917          89               277.67          138.00          415.67
  1917          90               189.33           89.50          278.83
  1917          91               138.17           60.33          198.50
  1917          92                91.83           43.00          134.83
  1917          93                57.00           24.67           81.67
  1917          94                30.67           12.00           42.67
  1917          95                24.67            6.67           31.33
  1917          96                15.83            6.17           22.00
  1917          97                 6.67            5.00           11.67
  1917          98                 3.17            2.17            5.33
  1917          99                 1.50            1.00            2.50
  1917         100                 0.17            0.00            0.17
  1917         101                 0.00            0.00            0.00
  1917         102                 0.00            0.00            0.00
  1917         103                 0.00            0.00            0.00
  1917         104                 0.00            0.00            0.00
  1917         105                 0.00            0.00            0.00
  1917         106                 0.00            0.00            0.00
  1917         107                 0.00            0.00            0.00
  1917         108                 0.00            0.00            0.00
  1917         109                 0.00            0.00            0.00
  1917         110+                0.00            0.00            0.00
  1918           0             36415.44        37854.89        74270.33
  1918           1             34960.29        35944.95        70905.24
  1918           2             33855.70        34822.51        68678.21
  1918           3             35489.03        36774.90        72263.93
  1918           4             35514.34        36853.94        72368.28
  1918           5             35846.45        37038.50        72884.95
  1918           6             36509.19        37918.76        74427.94
  1918           7             36494.27        37897.16        74391.42
  1918           8             36518.66        37671.88        74190.54
  1918           9             36984.04        37889.33        74873.37
  1918          10             36610.88        37286.86        73897.75
  1918          11             36148.94        36806.42        72955.36
  1918          12             34569.91        35289.15        69859.06
  1918          13             33959.83        34563.34        68523.17
  1918          14             32952.04        33641.39        66593.43
  1918          15             31630.14        32825.61        64455.74
  1918          16             31883.72        32852.01        64735.73
  1918          17             30883.65        31705.45        62589.10
  1918          18             30326.37        30550.31        60876.68
  1918          19             29939.89        29484.97        59424.86
  1918          20             28807.90        28581.88        57389.78
  1918          21             27027.11        26744.94        53772.05
  1918          22             26726.62        26296.53        53023.15
  1918          23             25883.28        25281.42        51164.70
  1918          24             23989.77        23362.95        47352.72
  1918          25             23508.52        22794.09        46302.62
  1918          26             24207.99        23214.59        47422.58
  1918          27             23869.60        22668.86        46538.46
  1918          28             22619.14        21504.57        44123.71
  1918          29             22818.53        21651.06        44469.60
  1918          30             23695.64        22361.33        46056.97
  1918          31             23238.46        21955.35        45193.80
  1918          32             22287.16        21153.19        43440.35
  1918          33             21662.62        20300.89        41963.52
  1918          34             21782.49        20029.46        41811.96
  1918          35             21172.79        19375.38        40548.18
  1918          36             19409.41        18045.18        37454.58
  1918          37             19543.74        18097.09        37640.83
  1918          38             19870.22        18251.36        38121.58
  1918          39             18879.85        17611.39        36491.24
  1918          40             18981.76        17859.08        36840.84
  1918          41             18262.20        16990.06        35252.26
  1918          42             17412.61        16133.88        33546.48
  1918          43             17978.82        16727.68        34706.50
  1918          44             17492.79        16602.48        34095.27
  1918          45             16430.02        15582.66        32012.68
  1918          46             16686.93        15461.39        32148.32
  1918          47             16110.09        14786.92        30897.02
  1918          48             16415.52        15222.25        31637.77
  1918          49             11657.13        11037.78        22694.91
  1918          50             11868.96        11020.73        22889.69
  1918          51             11282.74        10104.52        21387.26
  1918          52             12060.10        10804.93        22865.04
  1918          53             13555.62        11961.21        25516.83
  1918          54             14089.36        12437.01        26526.37
  1918          55             13294.85        11647.76        24942.61
  1918          56             12519.01        10763.92        23282.93
  1918          57             12305.87        10520.49        22826.36
  1918          58             11803.44         9965.11        21768.55
  1918          59             11523.82         9713.74        21237.56
  1918          60             11055.71         9385.42        20441.12
  1918          61             10389.03         8616.41        19005.44
  1918          62             10190.99         8398.95        18589.94
  1918          63             10130.81         8315.37        18446.18
  1918          64              9993.79         8114.86        18108.65
  1918          65              9789.34         7812.00        17601.34
  1918          66              9185.46         7232.15        16417.61
  1918          67              8772.09         6802.30        15574.39
  1918          68              8206.21         6270.44        14476.65
  1918          69              7719.73         5866.63        13586.36
  1918          70              7246.80         5463.69        12710.48
  1918          71              6620.50         4845.31        11465.80
  1918          72              6078.63         4475.66        10554.29
  1918          73              5767.86         4246.79        10014.65
  1918          74              5459.87         3883.89         9343.76
  1918          75              4963.80         3532.10         8495.89
  1918          76              4445.87         3139.69         7585.56
  1918          77              3879.63         2643.81         6523.44
  1918          78              3315.87         2204.95         5520.83
  1918          79              2813.50         1854.12         4667.62
  1918          80              2253.93         1391.50         3645.43
  1918          81              1879.55         1145.83         3025.38
  1918          82              1609.83          954.00         2563.83
  1918          83              1352.50          804.00         2156.50
  1918          84               988.00          587.33         1575.33
  1918          85               721.17          396.67         1117.83
  1918          86               565.50          304.17          869.67
  1918          87               449.17          240.33          689.50
  1918          88               355.67          167.50          523.17
  1918          89               270.33          121.50          391.83
  1918          90               188.50           94.50          283.00
  1918          91               131.83           55.83          187.67
  1918          92                96.67           39.33          136.00
  1918          93                57.33           24.17           81.50
  1918          94                31.50           14.67           46.17
  1918          95                19.00            6.17           25.17
  1918          96                14.83            4.33           19.17
  1918          97                10.33            4.00           14.33
  1918          98                 3.00            2.67            5.67
  1918          99                 2.33            1.33            3.67
  1918         100                 0.67            0.50            1.17
  1918         101                 0.00            0.00            0.00
  1918         102                 0.00            0.00            0.00
  1918         103                 0.00            0.00            0.00
  1918         104                 0.00            0.00            0.00
  1918         105                 0.00            0.00            0.00
  1918         106                 0.00            0.00            0.00
  1918         107                 0.00            0.00            0.00
  1918         108                 0.00            0.00            0.00
  1918         109                 0.00            0.00            0.00
  1918         110+                0.00            0.00            0.00
  1919           0             31030.45        32588.14        63618.59
  1919           1             33888.95        34771.19        68660.15
  1919           2             33530.09        34340.27        67870.36
  1919           3             32889.99        33779.44        66669.42
  1919           4             34685.79        35940.97        70626.76
  1919           5             34865.59        36142.52        71008.11
  1919           6             35531.09        36691.59        72222.68
  1919           7             36283.91        37643.27        73927.17
  1919           8             36321.20        37672.55        73993.75
  1919           9             36390.63        37496.83        73887.45
  1919          10             36855.17        37739.86        74595.03
  1919          11             36294.11        36989.48        73283.59
  1919          12             35854.05        36525.51        72379.56
  1919          13             34285.86        35027.28        69313.14
  1919          14             33690.96        34316.74        68007.70
  1919          15             32675.45        33375.73        66051.18
  1919          16             31256.05        32013.36        63269.41
  1919          17             31489.15        32014.55        63503.69
  1919          18             30501.58        30868.73        61370.31
  1919          19             29962.76        29719.28        59682.04
  1919          20             29567.71        28625.60        58193.31
  1919          21             28462.39        27288.17        55750.56
  1919          22             26707.70        25635.49        52343.19
  1919          23             26400.22        25269.28        51669.50
  1919          24             25561.66        24304.57        49866.23
  1919          25             23681.42        22446.86        46128.27
  1919          26             23153.21        21956.77        45109.98
  1919          27             23829.29        22344.47        46173.76
  1919          28             23500.63        21851.15        45351.78
  1919          29             22249.67        20703.06        42952.73
  1919          30             22441.93        20836.27        43278.20
  1919          31             23427.19        21552.33        44979.53
  1919          32             22955.71        21165.39        44121.10
  1919          33             22045.02        20394.81        42439.82
  1919          34             21422.20        19591.26        41013.46
  1919          35             21546.45        19326.40        40872.85
  1919          36             21020.76        18991.25        40012.01
  1919          37             19248.47        17667.60        36916.07
  1919          38             19373.74        17720.99        37094.73
  1919          39             19722.20        17887.31        37609.51
  1919          40             18736.62        17242.83        35979.45
  1919          41             18772.65        17433.41        36206.06
  1919          42             18052.14        16570.98        34623.12
  1919          43             17214.00        15706.07        32920.06
  1919          44             17781.16        16286.31        34067.46
  1919          45             17290.41        16169.36        33459.77
  1919          46             16396.84        15371.88        31768.72
  1919          47             16646.62        15263.04        31909.66
  1919          48             16054.40        14608.60        30663.00
  1919          49             16335.26        14982.14        31317.40
  1919          50             11587.90        10828.02        22415.92
  1919          51             11606.17        10526.37        22132.54
  1919          52             11033.84         9624.46        20658.30
  1919          53             11787.97        10298.83        22086.81
  1919          54             13244.37        11378.97        24623.34
  1919          55             13758.34        11799.72        25558.06
  1919          56             13070.36        11291.68        24362.04
  1919          57             12308.73        10403.24        22711.97
  1919          58             12051.37        10141.15        22192.52
  1919          59             11556.88         9600.38        21157.25
  1919          60             11251.40         9340.56        20591.96
  1919          61             10773.22         8960.30        19733.51
  1919          62             10109.24         8200.88        18310.12
  1919          63              9918.07         7980.64        17898.71
  1919          64              9823.06         7892.62        17715.68
  1919          65              9644.63         7666.59        17311.22
  1919          66              9356.11         7382.98        16739.09
  1919          67              8764.21         6814.03        15578.24
  1919          68              8338.05         6375.44        14713.49
  1919          69              7774.00         5847.80        13621.80
  1919          70              7246.37         5431.57        12677.94
  1919          71              6818.76         5003.08        11821.84
  1919          72              6208.20         4424.83        10633.03
  1919          73              5661.07         4087.95         9749.02
  1919          74              5337.42         3827.91         9165.33
  1919          75              5011.50         3474.72         8486.22
  1919          76              4420.16         3052.13         7472.29
  1919          77              3934.70         2692.94         6627.63
  1919          78              3374.34         2227.09         5601.42
  1919          79              2839.31         1846.46         4685.77
  1919          80              2315.11         1463.00         3778.11
  1919          81              1894.59         1128.67         3023.26
  1919          82              1553.72          918.00         2471.72
  1919          83              1313.83          746.83         2060.67
  1919          84              1086.67          618.50         1705.17
  1919          85               775.50          445.00         1220.50
  1919          86               545.17          298.83          844.00
  1919          87               408.33          215.67          624.00
  1919          88               320.67          155.00          475.67
  1919          89               246.67          110.17          356.83
  1919          90               181.17           78.67          259.83
  1919          91               134.67           59.33          194.00
  1919          92                88.50           34.17          122.67
  1919          93                61.50           20.00           81.50
  1919          94                36.83           13.83           50.67
  1919          95                22.50            9.83           32.33
  1919          96                14.83            4.83           19.67
  1919          97                10.67            2.33           13.00
  1919          98                 3.83            1.83            5.67
  1919          99                 1.50            1.67            3.17
  1919         100                 1.50            0.83            2.33
  1919         101                 0.17            0.00            0.17
  1919         102                 0.00            0.00            0.00
  1919         103                 0.00            0.00            0.00
  1919         104                 0.00            0.00            0.00
  1919         105                 0.00            0.00            0.00
  1919         106                 0.00            0.00            0.00
  1919         107                 0.00            0.00            0.00
  1919         108                 0.00            0.00            0.00
  1919         109                 0.00            0.00            0.00
  1919         110+                0.00            0.00            0.00
  1920           0             35803.18        37754.96        73558.15
  1920           1             29137.24        30348.91        59486.15
  1920           2             32853.99        33649.14        66503.12
  1920           3             32746.12        33588.02        66334.14
  1920           4             32250.95        33169.21        65420.16
  1920           5             34109.97        35370.00        69479.97
  1920           6             34674.02        35903.07        70577.09
  1920           7             35376.66        36484.68        71861.34
  1920           8             36167.26        37445.90        73613.16
  1920           9             36209.80        37506.66        73716.46
  1920          10             36284.24        37343.73        73627.97
  1920          11             36543.75        37467.88        74011.62
  1920          12             35995.71        36734.72        72730.44
  1920          13             35558.99        36269.48        71828.47
  1920          14             33997.94        34780.84        68778.78
  1920          15             33386.89        34068.41        67455.30
  1920          16             32366.41        33032.46        65398.87
  1920          17             30927.30        31644.10        62571.40
  1920          18             31164.77        31603.79        62768.57
  1920          19             30185.80        30429.03        60614.82
  1920          20             29638.84        29258.35        58897.19
  1920          21             29276.90        28169.02        57445.92
  1920          22             28169.30        26909.01        55078.30
  1920          23             26446.44        25276.72        51723.17
  1920          24             26140.77        24939.30        51080.07
  1920          25             25298.83        24000.49        49299.32
  1920          26             23367.95        22085.37        45453.32
  1920          27             22836.01        21599.39        44435.40
  1920          28             23511.06        21992.15        45503.20
  1920          29             23166.82        21518.94        44685.76
  1920          30             21922.66        20370.75        42293.41
  1920          31             22206.18        20468.56        42674.75
  1920          32             23174.98        21150.55        44325.53
  1920          33             22720.25        20765.72        43485.97
  1920          34             21811.88        20023.29        41835.17
  1920          35             21194.43        19243.12        40437.55
  1920          36             21380.42        19199.89        40580.30
  1920          37             20843.54        18847.26        39690.80
  1920          38             19082.82        17537.73        36620.55
  1920          39             19220.78        17590.78        36811.56
  1920          40             19565.36        17746.84        37312.20
  1920          41             18498.75        16979.36        35478.11
  1920          42             18532.28        17143.79        35676.07
  1920          43             17800.17        16288.79        34088.96
  1920          44             16969.16        15421.77        32390.93
  1920          45             17533.70        15990.89        33524.59
  1920          46             17131.16        15986.40        33117.56
  1920          47             16229.72        15196.17        31425.89
  1920          48             16475.03        15084.13        31559.16
  1920          49             15889.98        14422.85        30312.84
  1920          50             16153.62        14733.26        30886.88
  1920          51             11455.83        10604.83        22060.66
  1920          52             11482.76        10318.48        21801.24
  1920          53             10925.18         9432.70        20357.88
  1920          54             11674.63        10095.98        21770.61
  1920          55             13117.72        11123.03        24240.75
  1920          56             13670.72        11688.43        25359.14
  1920          57             12970.76        11142.34        24113.10
  1920          58             12180.28        10266.99        22447.27
  1920          59             11911.97         9959.38        21871.34
  1920          60             11409.90         9420.19        20830.09
  1920          61             10970.27         9021.80        19992.07
  1920          62             10497.33         8627.69        19125.02
  1920          63              9825.39         7891.59        17716.98
  1920          64              9636.61         7669.22        17305.83
  1920          65              9503.24         7558.77        17062.01
  1920          66              9350.49         7345.87        16696.36
  1920          67              9035.40         7054.80        16090.20
  1920          68              8468.39         6495.68        14964.06
  1920          69              8022.00         6028.88        14050.88
  1920          70              7413.56         5504.45        12918.01
  1920          71              6798.17         5010.25        11808.42
  1920          72              6346.09         4602.48        10948.58
  1920          73              5740.54         4044.08         9784.62
  1920          74              5218.46         3717.24         8935.71
  1920          75              4877.44         3458.99         8336.43
  1920          76              4563.80         3056.49         7620.28
  1920          77              4020.90         2678.76         6699.66
  1920          78              3507.43         2326.52         5833.96
  1920          79              2977.44         1920.75         4898.18
  1920          80              2513.80         1544.79         4058.59
  1920          81              1984.61         1244.50         3229.11
  1920          82              1597.09          943.33         2540.43
  1920          83              1291.55          738.33         2029.88
  1920          84              1087.67          594.33         1682.00
  1920          85               882.17          478.67         1360.83
  1920          86               617.67          356.33          974.00
  1920          87               421.17          230.00          651.17
  1920          88               317.67          156.33          474.00
  1920          89               242.67          108.33          351.00
  1920          90               175.00           71.67          246.67
  1920          91               131.83           54.33          186.17
  1920          92                98.00           36.67          134.67
  1920          93                62.00           20.17           82.17
  1920          94                39.17           11.00           50.17
  1920          95                24.33            8.33           32.67
  1920          96                13.67            6.17           19.83
  1920          97                 9.33            1.67           11.00
  1920          98                 4.83            0.67            5.50
  1920          99                 2.50            1.00            3.50
  1920         100                 1.50            1.17            2.67
  1920         101                 1.00            0.50            1.50
  1920         102                 0.00            0.00            0.00
  1920         103                 0.00            0.00            0.00
  1920         104                 0.00            0.00            0.00
  1920         105                 0.00            0.00            0.00
  1920         106                 0.00            0.00            0.00
  1920         107                 0.00            0.00            0.00
  1920         108                 0.00            0.00            0.00
