  Year          Age             Female            Male           Total
  1947           0           1122684.33      1170627.65      2293311.99
  1947           1            777084.07       800954.73      1578038.81
  1947           2            850240.20       869130.18      1719370.38
  1947           3            985174.15      1006138.49      1991312.64
  1947           4            953957.53       976682.56      1930640.09
  1947           5            995603.06      1020041.36      2015644.42
  1947           6            938904.39       959174.64      1898079.04
  1947           7            861118.64       878268.52      1739387.15
  1947           8            795426.89       811204.98      1606631.87
  1947           9            865593.84       884588.26      1750182.10
  1947          10            865473.58       884653.43      1750127.01
  1947          11            900203.29       916953.96      1817157.25
  1947          12            851257.71       866422.08      1717679.78
  1947          13            849373.80       864948.22      1714322.02
  1947          14            860148.30       875705.17      1735853.47
  1947          15            837853.47       852677.44      1690530.91
  1947          16            845054.03       858548.53      1703602.56
  1947          17            804562.26       810569.91      1615132.17
  1947          18            808402.98       803030.48      1611433.46
  1947          19            778086.89       770143.92      1548230.81
  1947          20            780392.44       768779.01      1549171.45
  1947          21            765397.08       728139.76      1493536.84
  1947          22            733782.22       663769.40      1397551.61
  1947          23            701308.41       591882.89      1293191.29
  1947          24            679250.05       532949.62      1212199.67
  1947          25            665710.10       504675.92      1170386.02
  1947          26            644828.33       489113.18      1133941.51
  1947          27            627741.24       489407.51      1117148.75
  1947          28            554504.69       448025.65      1002530.34
  1947          29            556537.56       459207.27      1015744.83
  1947          30            557533.47       468924.87      1026458.34
  1947          31            561518.15       477721.47      1039239.61
  1947          32            552077.35       472855.94      1024933.29
  1947          33            550639.04       478033.01      1028672.05
  1947          34            533015.94       466322.71       999338.66
  1947          35            531785.02       467827.26       999612.28
  1947          36            520117.51       466783.01       986900.52
  1947          37            506283.84       464745.51       971029.35
  1947          38            492954.72       459869.45       952824.17
  1947          39            472388.40       451860.07       924248.48
  1947          40            451081.68       448626.11       899707.79
  1947          41            403386.91       408241.88       811628.79
  1947          42            402353.50       406493.66       808847.16
  1947          43            403725.10       410423.97       814149.06
  1947          44            409575.89       418351.93       827927.82
  1947          45            406400.69       418366.74       824767.43
  1947          46            394790.66       407953.87       802744.53
  1947          47            376568.47       389496.67       766065.13
  1947          48            357567.01       370955.27       728522.29
  1947          49            342857.70       357803.58       700661.28
  1947          50            326705.22       342354.42       669059.65
  1947          51            317788.94       332540.14       650329.08
  1947          52            307523.28       320368.69       627891.97
  1947          53            291860.19       301062.61       592922.79
  1947          54            281966.23       289126.00       571092.23
  1947          55            269168.20       273668.92       542837.12
  1947          56            261094.34       261008.53       522102.86
  1947          57            268444.03       264907.45       533351.48
  1947          58            267291.12       261059.85       528350.96
  1947          59            254793.07       244888.74       499681.81
  1947          60            234838.33       221281.61       456119.94
  1947          61            220637.19       202484.23       423121.43
  1947          62            221055.98       196869.68       417925.65
  1947          63            220520.30       189991.43       410511.73
  1947          64            214425.99       180333.33       394759.32
  1947          65            209364.90       173590.36       382955.26
  1947          66            200022.75       163625.52       363648.27
  1947          67            188425.17       151198.04       339623.21
  1947          68            181451.41       142404.41       323855.81
  1947          69            170792.14       131225.99       302018.12
  1947          70            160817.78       121474.67       282292.45
  1947          71            149059.92       109804.28       258864.21
  1947          72            132795.61        94944.41       227740.01
  1947          73            119605.06        83141.50       202746.56
  1947          74            106083.28        71951.85       178035.14
  1947          75             88763.49        59232.87       147996.35
  1947          76             72785.96        47158.29       119944.25
  1947          77             62459.25        38975.40       101434.64
  1947          78             58183.90        35259.42        93443.32
  1947          79             51440.65        30273.11        81713.77
  1947          80             42313.65        23793.55        66107.20
  1947          81             37702.59        20261.97        57964.55
  1947          82             32143.43        16572.87        48716.30
  1947          83             23470.10        11958.25        35428.35
  1947          84             16743.21         8157.91        24901.12
  1947          85             12366.54         5744.78        18111.31
  1947          86              9862.03         4542.32        14404.35
  1947          87              7981.41         3518.34        11499.74
  1947          88              6055.22         2654.80         8710.02
  1947          89              4517.26         1955.77         6473.03
  1947          90              3238.51         1324.44         4562.96
  1947          91              2223.49          857.51         3080.99
  1947          92              1532.60          554.16         2086.76
  1947          93               974.22          363.38         1337.60
  1947          94               620.43          244.32          864.75
  1947          95               369.15          146.60          515.76
  1947          96               219.76           86.22          305.98
  1947          97               148.57           60.03          208.60
  1947          98                86.54           43.69          130.23
  1947          99                41.01           24.52           65.53
  1947         100                23.01           10.34           33.34
  1947         101                15.00            4.00           19.00
  1947         102                 8.67            4.00           12.67
  1947         103                 6.83            1.33            8.17
  1947         104                 3.67            1.00            4.67
  1947         105                 2.17            2.00            4.17
  1947         106                 1.17            1.33            2.50
  1947         107                 1.00            1.33            2.33
  1947         108                 1.50            0.00            1.50
  1947         109                 1.17            0.50            1.67
  1947         110+                7.50            3.50           11.00
  1948           0           1259217.99      1317869.06      2577087.05
  1948           1           1075797.03      1117660.86      2193457.89
  1948           2            762716.22       786820.07      1549536.29
  1948           3            841986.38       861885.98      1703872.36
  1948           4            978313.15      1000264.70      1978577.84
  1948           5            949127.49       972119.54      1921247.04
  1948           6            991236.03      1015647.45      2006883.47
  1948           7            935188.64       956299.67      1891488.31
  1948           8            858610.07       876702.62      1735312.69
  1948           9            792947.18       809207.98      1602155.16
  1948          10            864781.47       883549.14      1748330.62
  1948          11            865143.36       883870.25      1749013.62
  1948          12            898650.59       916399.96      1815050.55
  1948          13            849443.44       865262.81      1714706.25
  1948          14            848311.47       864090.46      1712401.93
  1948          15            858177.83       873573.07      1731750.90
  1948          16            835158.79       849801.38      1684960.17
  1948          17            841722.11       853886.39      1695608.49
  1948          18            800141.63       804690.17      1604831.80
  1948          19            802804.90       796387.30      1599192.19
  1948          20            771898.61       764328.42      1536227.03
  1948          21            774907.16       761168.89      1536076.06
  1948          22            760168.93       722101.92      1482270.85
  1948          23            726683.17       658178.77      1384861.94
  1948          24            694465.46       588265.31      1282730.77
  1948          25            673123.03       530507.10      1203630.13
  1948          26            659352.15       501933.02      1161285.17
  1948          27            639199.84       486804.46      1126004.30
  1948          28            623222.83       488018.72      1111241.54
  1948          29            550185.32       445211.02       995396.34
  1948          30            552271.49       456362.44      1008633.94
  1948          31            553920.83       466202.70      1020123.53
  1948          32            558563.58       475393.44      1033957.02
  1948          33            548575.20       471202.63      1019777.83
  1948          34            547225.34       476400.04      1023625.38
  1948          35            530252.49       464768.70       995021.19
  1948          36            530065.36       467232.64       997298.00
  1948          37            515854.72       463764.54       979619.27
  1948          38            501235.58       460914.79       962150.37
  1948          39            489092.96       456265.19       945358.15
  1948          40            468221.04       448397.01       916618.04
  1948          41            447982.85       444732.34       892715.19
  1948          42            399527.71       403255.51       802783.21
  1948          43            399310.98       402273.98       801584.96
  1948          44            400407.37       406339.37       806746.73
  1948          45            406161.88       414068.47       820230.35
  1948          46            403215.87       414011.51       817227.38
  1948          47            391077.77       402787.21       793864.98
  1948          48            372252.45       383755.94       756008.39
  1948          49            352673.37       365050.62       717723.99
  1948          50            338883.17       352510.95       691394.12
  1948          51            323494.91       337359.04       660853.95
  1948          52            314744.44       327196.22       641940.66
  1948          53            303759.00       314035.49       617794.48
  1948          54            287866.20       295268.33       583134.53
  1948          55            278051.68       283561.72       561613.40
  1948          56            266060.87       268515.91       534576.78
  1948          57            258139.84       255796.95       513936.78
  1948          58            264904.39       258888.07       523792.46
  1948          59            263041.70       253991.48       517033.18
  1948          60            249756.17       238106.51       487862.68
  1948          61            229906.56       213898.49       443805.04
  1948          62            216009.44       195510.37       411519.81
  1948          63            216107.64       189648.29       405755.93
  1948          64            214329.44       182128.58       396458.02
  1948          65            208114.67       172230.99       380345.66
  1948          66            202847.76       165611.41       368459.16
  1948          67            192304.64       154861.28       347165.92
  1948          68            180928.38       142676.70       323605.08
  1948          69            174040.46       133937.49       307977.94
  1948          70            162998.16       122841.16       285839.32
  1948          71            153001.64       113045.28       266046.92
  1948          72            140740.72       101289.54       242030.26
  1948          73            124273.88        86889.14       211163.02
  1948          74            111477.00        75580.32       187057.31
  1948          75             98395.98        65186.18       163582.16
  1948          76             81912.50        53288.19       135200.68
  1948          77             66545.65        42087.46       108633.12
  1948          78             56691.09        34308.58        90999.67
  1948          79             52530.33        30691.62        83221.95
  1948          80             46805.84        26544.45        73350.29
  1948          81             36969.79        20097.42        57067.21
  1948          82             32578.88        16862.11        49440.99
  1948          83             27267.45        13618.36        40885.82
  1948          84             19630.49         9703.35        29333.84
  1948          85             13847.70         6530.00        20377.70
  1948          86             10046.81         4460.24        14507.06
  1948          87              7857.55         3436.45        11294.00
  1948          88              6254.66         2656.25         8910.91
  1948          89              4638.56         1961.05         6599.62
  1948          90              3383.66         1407.69         4791.35
  1948          91              2374.14          937.69         3311.83
  1948          92              1613.99          580.54         2194.53
  1948          93              1067.55          375.64         1443.19
  1948          94               667.80          240.92          908.72
  1948          95               406.58          160.73          567.31
  1948          96               241.72           88.54          330.26
  1948          97               140.36           54.52          194.88
  1948          98                87.01           36.50          123.51
  1948          99                52.84           22.17           75.01
  1948         100                25.00           10.33           35.33
  1948         101                13.83            4.50           18.33
  1948         102                 9.17            3.00           12.17
  1948         103                 5.33            1.83            7.17
  1948         104                 3.00            0.17            3.17
  1948         105                 1.67            0.50            2.17
  1948         106                 1.00            0.17            1.17
  1948         107                 0.83            0.83            1.67
  1948         108                 0.50            0.50            1.00
  1948         109                 1.00            0.00            1.00
  1948         110+                5.17            1.00            6.17
  1949           0           1254864.45      1312382.49      2567246.94
  1949           1           1218805.99      1269859.35      2488665.35
  1949           2           1061098.25      1104200.26      2165298.51
  1949           3            757806.11       783748.24      1541554.35
  1949           4            838819.52       860887.93      1699707.45
  1949           5            974811.28       998377.48      1973188.75
  1949           6            945458.17       969103.08      1914561.25
  1949           7            987099.73      1012656.80      1999756.53
  1949           8            931825.30       955002.33      1886827.63
  1949           9            855762.51       875587.95      1731350.47
  1949          10            791389.67       808187.87      1599577.54
  1949          11            865208.17       883581.05      1748789.22
  1949          12            864900.48       884148.82      1749049.30
  1949          13            896922.70       916239.91      1813162.61
  1949          14            848217.47       864777.23      1712994.70
  1949          15            847360.39       863025.53      1710385.92
  1949          16            856050.44       870880.71      1726931.15
  1949          17            832238.36       845293.14      1677531.50
  1949          18            837629.37       846931.47      1684560.84
  1949          19            794635.06       796823.61      1591458.67
  1949          20            796142.22       789159.14      1585301.35
  1949          21            765908.89       757176.98      1523085.88
  1949          22            770030.70       753811.03      1523841.72
  1949          23            753938.33       716546.27      1470484.59
  1949          24            718718.59       654403.76      1373122.35
  1949          25            687345.49       587048.13      1274393.61
  1949          26            666242.79       529947.61      1196190.40
  1949          27            652579.17       501271.17      1153850.34
  1949          28            633827.46       487146.94      1120974.39
  1949          29            618678.19       487754.42      1106432.61
  1949          30            545963.96       443462.01       989425.97
  1949          31            548559.81       454707.49      1003267.30
  1949          32            551353.75       465041.33      1016395.07
  1949          33            556130.82       475340.60      1031471.42
  1949          34            545645.31       471861.70      1017507.00
  1949          35            544831.34       477096.69      1021928.04
  1949          36            529347.25       466243.80       995591.05
  1949          37            527889.47       467612.37       995501.84
  1949          38            510501.35       461094.66       971596.01
  1949          39            496078.28       457555.52       953633.80
  1949          40            484735.20       453303.94       938039.14
  1949          41            464425.04       445196.12       909621.16
  1949          42            444341.64       439844.62       884186.26
  1949          43            395999.88       398087.72       794087.60
  1949          44            396306.75       398197.01       794503.76
  1949          45            397073.58       402501.49       799575.07
  1949          46            402937.69       410162.99       813100.68
  1949          47            399734.33       409215.14       808949.47
  1949          48            386496.46       396728.51       783224.97
  1949          49            366547.51       377185.80       743733.31
  1949          50            347367.76       359020.07       706387.83
  1949          51            335312.70       347386.98       682699.68
  1949          52            320995.04       332338.66       653333.70
  1949          53            311707.69       321240.32       632948.01
  1949          54            299906.23       307735.59       607641.82
  1949          55            283865.70       289853.72       573719.41
  1949          56            274848.78       278652.11       553500.89
  1949          57            264030.07       264232.69       528262.75
  1949          58            256184.06       251334.26       507518.32
  1949          59            262132.89       253235.40       515368.28
  1949          60            258685.18       247450.77       506135.95
  1949          61            245026.58       231472.44       476499.02
  1949          62            225894.71       207287.24       433181.95
  1949          63            212122.17       189123.58       401245.75
  1949          64            211058.86       182894.91       393953.77
  1949          65            208489.06       174920.30       383409.35
  1949          66            202216.26       165212.10       367428.36
  1949          67            195912.90       157927.90       353840.80
  1949          68            184658.34       146781.76       331440.10
  1949          69            173909.27       135092.17       309001.43
  1949          70            166973.10       126482.25       293455.35
  1949          71            156059.81       115559.61       271619.42
  1949          72            145708.42       105262.92       250971.34
  1949          73            132284.21        93381.97       225666.17
  1949          74            116177.11        79642.77       195819.88
  1949          75            103783.76        68952.84       172736.59
  1949          76             91143.51        59141.98       150285.49
  1949          77             75557.94        48183.98       123741.92
  1949          78             61202.13        37730.18        98932.31
  1949          79             52193.17        30679.38        82872.55
  1949          80             48190.48        27347.17        75537.66
  1949          81             41447.60        22776.35        64223.95
  1949          82             32383.02        17089.95        49472.97
  1949          83             28158.44        14159.99        42318.43
  1949          84             23225.40        11243.65        34469.06
  1949          85             16516.52         7906.04        24422.55
  1949          86             11435.53         5198.65        16634.17
  1949          87              8168.52         3497.96        11666.48
  1949          88              6279.36         2676.46         8955.81
  1949          89              4882.07         2002.66         6884.73
  1949          90              3553.77         1434.71         4988.47
  1949          91              2579.65         1022.44         3602.09
  1949          92              1751.04          658.18         2409.22
  1949          93              1164.14          405.26         1569.40
  1949          94               758.09          260.56         1018.65
  1949          95               453.21          171.37          624.58
  1949          96               280.86          105.70          386.56
  1949          97               164.35           59.02          223.37
  1949          98                86.50           37.84          124.34
  1949          99                54.50           25.50           80.00
  1949         100                33.17           13.50           46.67
  1949         101                15.83            7.00           22.83
  1949         102                 8.50            3.50           12.00
  1949         103                 6.33            2.00            8.33
  1949         104                 3.83            1.00            4.83
  1949         105                 2.50            0.00            2.50
  1949         106                 1.17            0.00            1.17
  1949         107                 1.00            0.00            1.00
  1949         108                 0.50            0.33            0.83
  1949         109                 0.50            0.00            0.50
  1949         110+                4.17            1.00            5.17
  1950           0           1174434.39      1225883.27      2400317.66
  1950           1           1203592.14      1254093.91      2457686.05
  1950           2           1203036.88      1252420.82      2455457.69
  1950           3           1052626.90      1097070.51      2149697.41
  1950           4            754881.71       782597.32      1537479.03
  1950           5            837041.87       860947.81      1697989.68
  1950           6            972330.32       997264.05      1969594.37
  1950           7            942706.44       966868.72      1909575.16
  1950           8            984019.60      1010652.13      1994671.73
  1950           9            929227.22       954303.58      1883530.80
  1950          10            853420.25       874690.69      1728110.93
  1950          11            790397.50       807521.19      1597918.69
  1950          12            865618.29       883590.79      1749209.08
  1950          13            864478.19       884129.78      1748607.97
  1950          14            895306.30       915615.45      1810921.75
  1950          15            847159.79       863953.03      1711112.82
  1950          16            846182.76       861359.65      1707542.41
  1950          17            853895.11       867645.62      1721540.73
  1950          18            829353.45       840387.01      1669740.47
  1950          19            833661.44       840101.98      1673763.42
  1950          20            789534.41       789457.17      1578991.58
  1950          21            790222.40       782814.53      1573036.93
  1950          22            760828.31       750908.50      1511736.81
  1950          23            765822.00       747582.92      1513404.93
  1950          24            748333.23       711880.81      1460214.04
  1950          25            712093.03       651618.78      1363711.81
  1950          26            681392.09       586380.87      1267772.96
  1950          27            660396.33       529568.05      1189964.38
  1950          28            646880.47       500956.03      1147836.50
  1950          29            629357.53       487656.23      1117013.76
  1950          30            614847.60       487447.11      1102294.71
  1950          31            542294.54       442105.99       984400.53
  1950          32            545377.96       453379.93       998757.88
  1950          33            549181.26       464125.13      1013306.39
  1950          34            553840.31       475327.88      1029168.19
  1950          35            542940.32       472484.06      1015424.37
  1950          36            542688.80       477578.23      1020267.03
  1950          37            528540.73       467560.45       996101.18
  1950          38            525597.46       467550.20       993147.66
  1950          39            505697.24       458532.80       964230.05
  1950          40            491629.85       454584.30       946214.16
  1950          41            480791.16       450557.00       931348.16
  1950          42            461008.52       442193.76       903202.28
  1950          43            440785.54       435164.55       875950.09
  1950          44            392947.69       393435.75       786383.44
  1950          45            393439.10       394435.25       787874.35
  1950          46            393940.59       398999.30       792939.88
  1950          47            399972.71       406355.21       806327.92
  1950          48            396271.23       404421.55       800692.77
  1950          49            382049.29       390882.03       772931.32
  1950          50            361171.56       370895.70       732067.27
  1950          51            342469.06       353331.04       695800.10
  1950          52            331893.78       342354.85       674248.62
  1950          53            318419.28       327361.32       645780.60
  1950          54            308601.62       315236.62       623838.24
  1950          55            296164.45       301640.16       597804.61
  1950          56            279927.32       284386.00       564313.32
  1950          57            271630.50       273671.96       545302.46
  1950          58            261503.77       259262.39       520766.16
  1950          59            253894.75       246498.09       500392.84
  1950          60            258809.82       247251.45       506061.27
  1950          61            253870.27       240736.20       494606.46
  1950          62            240065.91       224546.61       464612.52
  1950          63            221401.91       200431.14       421833.05
  1950          64            207684.36       182556.44       390240.79
  1950          65            205671.66       175822.09       381493.76
  1950          66            202277.04       167427.09       369704.13
  1950          67            196001.70       157708.81       353710.50
  1950          68            188526.83       149800.82       338327.65
  1950          69            176752.61       138509.77       315262.38
  1950          70            166532.47       127217.19       293749.66
  1950          71            159451.07       118753.12       278204.18
  1950          72            148670.60       107689.60       256360.20
  1950          73            137646.58        97253.38       234899.96
  1950          74            123589.81        85318.53       208908.34
  1950          75            107846.14        72275.67       180121.81
  1950          76             95750.53        62222.07       157972.60
  1950          77             83636.32        53012.16       136648.47
  1950          78             69106.80        42942.25       112049.05
  1950          79             55569.28        33352.16        88921.44
  1950          80             45731.72        25788.14        71519.86
  1950          81             42443.59        23339.83        65783.42
  1950          82             36067.28        19156.50        55223.78
  1950          83             27820.04        14163.10        41983.14
  1950          84             23811.85        11606.31        35418.16
  1950          85             19373.74         9045.13        28418.88
  1950          86             13533.04         6225.75        19758.79
  1950          87              9188.21         3986.25        13174.46
  1950          88              6407.48         2657.23         9064.72
  1950          89              4866.56         1963.47         6830.02
  1950          90              3692.82         1439.57         5132.38
  1950          91              2654.57         1008.34         3662.91
  1950          92              1851.49          714.13         2565.62
  1950          93              1235.60          435.40         1671.00
  1950          94               812.73          268.03         1080.76
  1950          95               512.70          164.02          676.71
  1950          96               309.01          106.18          415.19
  1950          97               185.51           63.51          249.02
  1950          98               105.84           35.84          141.67
  1950          99                50.17           23.33           73.50
  1950         100                33.67           16.33           50.00
  1950         101                19.83           10.17           30.00
  1950         102                 9.67            3.50           13.17
  1950         103                 5.83            1.50            7.33
  1950         104                 4.33            1.17            5.50
  1950         105                 3.50            0.67            4.17
  1950         106                 2.00            0.00            2.00
  1950         107                 1.00            0.00            1.00
  1950         108                 1.00            0.00            1.00
  1950         109                 0.50            0.00            0.50
  1950         110+                3.00            1.00            4.00
  1951           0           1075491.92      1123389.29      2198881.20
  1951           1           1132004.71      1179229.94      2311234.65
  1951           2           1191284.07      1239789.54      2431073.61
  1951           3           1194704.86      1244499.74      2439204.60
  1951           4           1048076.74      1093365.57      2141442.31
  1951           5            753106.64       781487.71      1534594.35
  1951           6            835404.92       859906.88      1695311.81
  1951           7            970682.76       995793.54      1966476.30
  1951           8            941321.56       965480.80      1906802.36
  1951           9            983067.16      1010267.11      1993334.27
  1951          10            928308.72       954073.17      1882381.88
  1951          11            852440.33       873733.18      1726173.51
  1951          12            790577.47       807107.70      1597685.17
  1951          13            865521.27       882546.70      1748067.98
  1951          14            863339.24       882418.55      1745757.79
  1951          15            894094.49       912843.37      1806937.87
  1951          16            846553.66       861529.22      1708082.88
  1951          17            844732.05       857546.03      1702278.09
  1951          18            852005.76       863188.10      1715193.86
  1951          19            826826.19       835117.38      1661943.57
  1951          20            830333.83       834472.82      1664806.65
  1951          21            785826.00       784457.35      1570283.35
  1951          22            786511.75       779190.20      1565701.95
  1951          23            757633.23       746933.49      1504566.71
  1951          24            762355.82       744223.51      1506579.33
  1951          25            743940.87       708961.77      1452902.64
  1951          26            708338.74       650524.48      1358863.22
  1951          27            677983.64       585829.96      1263813.60
  1951          28            656709.64       528642.49      1185352.13
  1951          29            643632.95       500323.80      1143956.75
  1951          30            626817.51       487345.62      1114163.13
  1951          31            612130.58       486045.07      1098175.65
  1951          32            539858.34       440837.47       980695.81
  1951          33            543209.42       451968.91       995178.32
  1951          34            547295.83       462882.52      1010178.35
  1951          35            551414.56       474499.15      1025913.70
  1951          36            540588.55       471670.92      1012259.47
  1951          37            540659.72       476580.24      1017239.96
  1951          38            527196.29       467169.94       994366.23
  1951          39            522586.72       465527.27       988113.99
  1951          40            502433.60       456184.15       958617.75
  1951          41            489260.97       452447.41       941708.38
  1951          42            477750.17       448090.88       925841.04
  1951          43            458292.11       439307.82       897599.93
  1951          44            437827.08       431260.35       869087.43
  1951          45            390901.17       390362.12       781263.29
  1951          46            390969.25       391470.82       782440.06
  1951          47            391393.49       395945.49       787338.99
  1951          48            397311.44       402841.43       800152.87
  1951          49            392946.56       399978.72       792925.28
  1951          50            378391.40       386113.02       764504.42
  1951          51            357240.00       366223.80       723463.80
  1951          52            339040.39       348847.17       687887.56
  1951          53            328977.91       337830.22       666808.13
  1951          54            315882.83       322760.43       638643.26
  1951          55            305553.12       309832.41       615385.53
  1951          56            292698.21       296513.53       589211.74
  1951          57            276417.44       279386.57       555804.01
  1951          58            268336.88       268256.81       536593.68
  1951          59            258051.25       253552.81       511604.06
  1951          60            249995.75       240699.39       490695.13
  1951          61            254048.30       240261.57       494309.86
  1951          62            248453.35       233656.89       482110.25
  1951          63            234679.65       217193.44       451873.08
  1951          64            216207.56       193354.59       409562.15
  1951          65            202569.69       175557.77       378127.45
  1951          66            199567.36       168279.31       367846.67
  1951          67            195868.73       159732.99       355601.72
  1951          68            189403.38       149999.52       339402.89
  1951          69            180752.87       141148.02       321900.89
  1951          70            169098.59       130020.05       299118.64
  1951          71            158955.97       118974.36       277930.33
  1951          72            151307.75       110217.06       261524.81
  1951          73            140654.45        99419.21       240073.66
  1951          74            128953.82        88782.41       217736.23
  1951          75            114698.04        77335.87       192033.91
  1951          76             99520.23        65010.14       164530.37
  1951          77             87633.17        55383.63       143016.81
  1951          78             76131.87        46813.10       122944.97
  1951          79             62328.09        37601.96        99930.05
  1951          80             47190.04        27072.55        74262.59
  1951          81             40175.82        21978.57        62154.39
  1951          82             36825.83        19556.41        56382.24
  1951          83             30873.63        15762.60        46636.22
  1951          84             23337.48        11486.03        34823.50
  1951          85             19729.47         9259.32        28988.79
  1951          86             15821.29         7086.76        22908.05
  1951          87             10840.87         4761.36        15602.22
  1951          88              7201.12         3007.66        10208.78
  1951          89              4915.30         1935.87         6851.16
  1951          90              3665.40         1392.47         5057.87
  1951          91              2748.35          992.61         3740.96
  1951          92              1892.80          681.08         2573.87
  1951          93              1300.42          470.89         1771.30
  1951          94               857.56          281.53         1139.08
  1951          95               541.36          162.67          704.04
  1951          96               343.18          103.00          446.18
  1951          97               197.83           64.50          262.33
  1951          98               113.33           38.83          152.17
  1951          99                57.33           19.67           77.00
  1951         100                31.83           15.50           47.33
  1951         101                20.33           13.50           33.83
  1951         102                12.67            6.00           18.67
  1951         103                 6.33            2.83            9.17
  1951         104                 3.83            0.50            4.33
  1951         105                 4.00            0.33            4.33
  1951         106                 2.83            0.00            2.83
  1951         107                 1.83            0.00            1.83
  1951         108                 0.33            0.00            0.33
  1951         109                 0.50            0.00            0.50
  1951         110+                1.83            0.67            2.50
  1952           0            980829.06      1025364.92      2006193.98
  1952           1           1052488.36      1097275.81      2149764.17
  1952           2           1122406.10      1169507.82      2291913.92
  1952           3           1184775.51      1233345.55      2418121.06
  1952           4           1190854.86      1240824.94      2431679.81
  1952           5           1045678.04      1090897.48      2136575.52
  1952           6            751662.78       779805.96      1531468.74
  1952           7            834376.31       858622.05      1692998.35
  1952           8            970031.60       994924.52      1964956.11
  1952           9            941518.79       965466.66      1906985.45
  1952          10            983484.07      1010467.67      1993951.74
  1952          11            928333.86       953778.08      1882111.94
  1952          12            852624.71       873193.01      1725817.73
  1952          13            790562.86       806184.40      1596747.26
  1952          14            864780.10       880436.55      1745216.66
  1952          15            862478.78       879192.06      1741670.84
  1952          16            893437.71       909097.46      1802535.17
  1952          17            845738.96       857549.97      1703288.93
  1952          18            843482.25       852897.39      1696379.65
  1952          19            850385.52       858229.84      1708615.35
  1952          20            824663.36       830487.28      1655150.63
  1952          21            827876.32       830444.66      1658320.98
  1952          22            783613.59       781326.99      1564940.58
  1952          23            784300.89       776998.49      1561299.38
  1952          24            755008.58       745009.63      1500018.22
  1952          25            759469.04       742060.78      1501529.82
  1952          26            741632.66       707485.95      1449118.61
  1952          27            706512.60       649776.32      1356288.91
  1952          28            676130.85       584992.38      1261123.23
  1952          29            654837.98       527636.46      1182474.44
  1952          30            641913.34       499429.96      1141343.31
  1952          31            625137.30       486242.42      1111379.72
  1952          32            610401.70       484854.68      1095256.38
  1952          33            538239.07       439609.59       977848.66
  1952          34            541393.46       450482.38       991875.84
  1952          35            545354.70       461268.48      1006623.18
  1952          36            549318.57       472813.28      1022131.86
  1952          37            538465.62       469896.90      1008362.52
  1952          38            538453.61       474660.73      1013114.35
  1952          39            525068.11       465186.05       990254.16
  1952          40            520608.60       463567.39       984175.99
  1952          41            500918.46       454533.32       955451.78
  1952          42            487515.57       450621.88       938137.45
  1952          43            475348.06       445731.52       921079.58
  1952          44            455848.44       436750.40       892598.84
  1952          45            435898.61       428776.43       864675.04
  1952          46            389185.31       387946.09       777131.40
  1952          47            388983.10       388891.63       777874.73
  1952          48            389229.26       393159.46       782388.71
  1952          49            394723.00       399490.75       794213.76
  1952          50            390193.75       396231.91       786425.67
  1952          51            375688.44       382563.77       758252.21
  1952          52            354540.75       362652.33       717193.08
  1952          53            336162.51       344839.08       681001.58
  1952          54            326244.80       333615.74       659860.55
  1952          55            313379.43       318575.94       631955.37
  1952          56            302655.33       305478.44       608133.77
  1952          57            289622.00       291831.43       581453.43
  1952          58            273073.16       274271.40       547344.56
  1952          59            264580.22       262484.06       527064.29
  1952          60            253445.59       247178.10       500623.69
  1952          61            244999.33       234039.90       479039.23
  1952          62            248732.95       233244.41       481977.36
  1952          63            242888.83       226319.15       469207.98
  1952          64            228953.94       209762.45       438716.39
  1952          65            210659.81       186185.12       396844.93
  1952          66            196958.66       168490.50       365449.16
  1952          67            193620.97       160921.07       354542.03
  1952          68            189548.36       152203.56       341751.92
  1952          69            182633.39       141974.48       324607.87
